,Страна,Категория,"Взлетный вес, кг","Длительность полета, час","Практическая дальность, км","Практический потолок, м",Метод запуска,Метод посадки,Тип двигателя,"Размах крыльев, м","Максимальная скорость полета, км/ч",Статус,Производитель,"Полезная нагрузка, кг",Навигация,Диапазон рабочих температур,"Диаметр несущего винта, м","Диагональ рамы, м"
165,США,Самолетный тип,1.9,1.2,10.0,4500.0,С руки,Парашютная система,Электрический,1.3,100.0,В производстве,Aero Vironment,,н/д,Нет данных,,
166,США,Самолетный тип,2.7,1.0,10.0,300.0,С руки,Парашютная система,Электрический,1.14,65.0,Снято с производства,AeroVironment,,н/д,,,
167,США,Самолетный тип,3100.0,168.0,3500.0,20000.0,Шасси,Шасси,ДВС,53.0,110.0,Снято с производства,AeroVironment,,н/д,,,
168,США,Самолетный тип,230.0,7.0,200.0,4570.0,Шасси,Шасси,ДВС,3.96,203.0,Снято с производства,Alliant Techsystems,42.0,н/д,,,
169,США,Самолетный тип,79.0,16.0,90.0,7100.0,Пусковая установка,В сетку,ДВС,5.2,165.0,В производстве,Arcturus UAV,34.0,н/д,,,
170,США,Самолетный тип,1020.0,4.0,300.0,6100.0,Вертикальный,Вертикальный,Газотурбинный,5.34,520.0,Снято с производства,American Dynamics,227.0,н/д,,,
171,США,Самолетный тип,150.0,16.0,36.0,5100.0,Пусковая установка,"Парашютная система, Шасси",ДВС,5.6,200.0,В производстве,BAE Systems,32.0,н/д,,,
172,США,Самолетный тип,68.0,14.0,120.0,4100.0,Шасси,Шасси,ДВС,3.66,110.0,В производстве,L-3 Unmanned Systems,20.0,GPS,,,
173,США,Самолетный тип,664.0,2.0,,12192.0,Пусковая установка,Парашютная система,Газотурбинный,2.99,925.0,Снято с производства,Beech Aircraft,,н/д,,,
174,США,Самолетный тип,1020.0,5.0,257.0,6096.0,Шасси,Шасси,Газотурбинный,3.75,322.0,Снято с производства,Scaled Composites,430.0,н/д,,2.5,
175,США,Самолетный тип,15.0,20.0,150.0,5600.0,Пусковая установка,Трос,ДВС,3.11,100.0,В производстве,Insitu Inc.,,н/д,,,
176,США,Самолетный тип,227.0,0.66,150.0,5000.0,Шасси,Шасси,Газотурбинный,6.22,220.0,Снято с производства,Cranfield Aerospace,49.0,н/д,,,
177,США,Самолетный тип,592.0,,,5300.0,Шасси,Шасси,ДВС,8.2,225.0,Снято с производства,Culver,,н/д,,,
178,США,Самолетный тип,830.0,,580.0,5200.0,Шасси,Шасси,ДВС,9.14,300.0,Снято с производства,Culver,,н/д,,,
179,США,Самолетный тип,35.0,12.0,40.0,4100.0,Шасси,Шасси,ДВС,3.28,80.0,Снято с производства,Dara Aviation,3.62,GPS,,,
180,США,Самолетный тип,34.0,3.0,50.0,1250.0,Шасси,Шасси,ДВС,1.75,85.0,Снято с производства,Dara Aviation,13.6,GPS,,,
181,США,Самолетный тип,63.0,4.0,150.0,2640.0,Пусковая установка,Парашютная система,ДВС,2.31,153.0,В производстве,DRS Technologies,,н/д,,,
182,США,Самолетный тип,572.0,,845.0,3962.0,Шасси,Шасси,ДВС,9.14,188.0,Снято с производства,ERCO,233.0,н/д,,,
183,США,Самолетный тип,6940.0,,20.0,7000.0,Шасси,Шасси,ДВС,11.0,350.0,Снято с производства,Fairchild,,н/д,,,
184,США,Самолетный тип,1219.0,,,,Шасси,Шасси,ДВС,8.9,298.0,Снято с производства,Fleetwings,,н/д,,,
185,США,Самолетный тип,215.0,6.5,50.0,4572.0,Шасси,Шасси,ДВС,4.9,222.0,В производстве,Freewing Aerial Robotics,70.0,н/д,,,
186,США,Самолетный тип,1041.0,40.0,250.0,8250.0,Шасси,Шасси,Газотурбинный,18.15,216.0,Снято с производства,General Atomics Aeronautical Systems,270.0,"GPS, Инерциальная навигация",,,
187,США,Самолетный тип,4760.0,24.0,,15000.0,Шасси,Шасси,Газотурбинный,20.12,482.0,В производстве,General Atomics Aeronautical Systems,1701.0,н/д,,,
188,США,Самолетный тип,1020.0,40.0,740.0,7920.0,Шасси,Шасси,ДВС,14.84,217.0,Снято с производства,н/д,590.0,н/д,,,
189,США,Коптерный тип,25.0,0.6,15.0,3200.0,Вертикальный,Вертикальный,ДВС,0.35,130.0,В производстве,Honeywell,0.4,н/д,Нет данных,,
190,США,Самолетный тип,90.0,4.5,150.0,5100.0,Шасси,Шасси,ДВС,2.5,160.0,В разработке,IntelliTech Microsystems Inc.,14.0,н/д,,,
191,США,Вертолетный тип,2948.0,3.0,39.6,4600.0,Вертикальный,Вертикальный,Газотурбинный,,148.0,В производстве,Kaman Aircraft,3109.0,н/д,,14.73,
192,США,Самолетный тип,929.0,24.0,,29524.0,Шасси,Шасси,Электрический,75.3,43.0,Снято с производства,AeroVironment,329.0,н/д,,,
193,США,Самолетный тип,223.0,,3200.0,4050.0,Пусковая установка,Парашютная система,Газотурбинный,1.76,927.0,Снято с производства,Northrop Grumman,,н/д,Нет данных,,
194,США,Самолетный тип,14628.0,36.0,16100.0,19800.0,Шасси,Шасси,Газотурбинный,40.0,630.0,В производстве,Northrop Grumman,,н/д,,,
195,США,Вертолетный тип,,6.0,177.0,6096.0,Вертикальный,Вертикальный,ДВС,,205.0,В производстве,Northrop Grumman,,н/д,,8.38,
196,Канада,Коптерный тип,1.7,0.42,3.0,350.0,Вертикальный,Вертикальный,Электрический,,50.0,Снято с производства,Aeryon Labs,1.7,GPS,−30°C.. +50°C,,
197,Канада,Самолетный тип,156.0,,70.0,3050.0,Пусковая установка,Парашютная система,Газотурбинный,0.94,741.0,Снято с производства,Bombardier,20.0,н/д,,,
198,Канада,Вертолетный тип,227.0,3.5,60.0,3000.0,Вертикальный,Вертикальный,Газотурбинный,,142.0,Снято с производства,Bombardier,45.0,н/д,Нет данных,2.8,
199,Канада,Самолетный тип,210.0,0.5,70.0,3000.0,Пусковая установка,Парашютная система,Газотурбинный,1.32,720.0,Снято с производства,Bombardier,120.0,н/д,Нет данных,,
200,Канада,Вертолетный тип,350.0,6.15,200.0,5500.0,Вертикальный,Вертикальный,Газотурбинный,,157.0,Снято с производства,Bombardier,100.0,GPS,,4.0,
201,Канада,Самолетный тип,635.0,19.0,300.0,5500.0,Шасси,Шасси,ДВС,,61.0,В производстве,Mist Mobility Integrated Systems Technology,34.0,GPS,,,
202,Россия,Самолетный тип,1100.0,50.0,300.0,8000.0,Пусковая установка,Парашютная система,ДВС,9.0,450.0,В производстве,Антиград-Авиа,500.0,н/д,,,
203,Россия,Самолетный тип,0.25,0.6,1.5,500.0,Пусковая установка,Парашютная система,Электрический,0.3,72.0,Снято с производства,Аэрокон,0.0,"GPS, ГЛОНАСС",−30°C.. +50°C,,
204,Россия,Самолетный тип,1.3,1.0,45.0,500.0,С руки,Парашютная система,Электрический,0.8,150.0,Снято с производства,Аэрокон,0.15,"GPS, ГЛОНАСС",−30°C.. +50°C,,
205,Россия,Самолетный тип,6.5,2.0,200.0,4000.0,Пусковая установка,Парашютная система,Электрический,1.5,150.0,В производстве,Аэрокон,1.0,н/д,,,
206,Россия,Самолетный тип,500.0,12.0,500.0,6000.0,Шасси,Шасси,ДВС,8.07,250.0,Снято с производства,"Концерн ""Вега""",100.0,н/д,,,
207,Россия,Самолетный тип,20.0,3.0,70.0,3000.0,Пусковая установка,Шасси,ДВС,2.5,160.0,Снято с производства,Новик-XXI век,3.0,н/д,,,
208,Россия,Самолетный тип,38.0,10.0,1200.0,4000.0,Шасси,Шасси,ДВС,4.4,150.0,В производстве,Транзас,,"GPS, ГЛОНАСС",,,
209,Россия,Самолетный тип,640.0,24.0,900.0,7500.0,Шасси,Шасси,ДВС,12.0,210.0,В разработке,Транзас,,"GPS, ГЛОНАСС",,,
210,Россия,Самолетный тип,85.0,8.0,900.0,4000.0,Шасси,Шасси,ДВС,4.6,150.0,Снято с производства,Транзас,,"GPS, ГЛОНАСС",,,
211,Россия,Самолетный тип,95.0,10.0,1200.0,4500.0,Шасси,Шасси,ДВС,5.4,150.0,В производстве,Транзас,32.0,н/д,,,
212,Россия,Самолетный тип,3.0,1.5,20.0,3000.0,Пусковая установка,Парашютная система,ДВС,1.47,105.0,Снято с производства,Иркут,0.3,"GPS, ГЛОНАСС",–40°С..+50°С,,
213,Россия,Самолетный тип,3.0,1.25,15.0,3000.0,С руки,Парашютная система,ДВС,2.0,90.0,В производстве,Иркут,0.5,"GPS, ГЛОНАСС",−30°C.. +50°C,,
214,Россия,Самолетный тип,8.0,2.0,70.0,3000.0,Пусковая установка,Парашютная система,ДВС,2.0,120.0,В производстве,Иркут,1.5,"GPS, ГЛОНАСС",,,
215,Россия,Самолетный тип,200.0,12.0,200.0,5000.0,Шасси,Шасси,ДВС,5.34,210.0,В разработке,Иркут,50.0,н/д,,,
216,Россия,Самолетный тип,860.0,12.0,200.0,9000.0,Шасси,Шасси,ДВС,23.0,270.0,Снято с производства,Иркут,200.0,н/д,,,
